ANIO,MES,FECHA,Latitud,Longitud,FALLECIDOS,CAUSA PROBABLE,TIPOLOGIA
2022,SEPTIEMBRE,15/09/2022,0.103115,-78.36429,1,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL,VOLCAMIENTO
2022,SEPTIEMBRE,17/09/2022,-0.220401,-78.353048,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,VOLCAMIENTO
2022,SEPTIEMBRE,18/09/2022,-0.220775,-78.352648,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2022,SEPTIEMBRE,18/09/2022,-0.019455,-78.449317,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,VOLCAMIENTO
2022,SEPTIEMBRE,18/09/2022,-0.1856,-78.48738,1,NO GUARDAR LA DISTANCIA LATERAL ENTRE VEHICULOS,ROCE
2022,SEPTIEMBRE,19/09/2022,-0.255758,-78.541969,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2022,SEPTIEMBRE,20/09/2022,0.066078,-78.372368,1,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL,CHOQUES
2022,SEPTIEMBRE,22/09/2022,-0.276003,-78.552241,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2022,SEPTIEMBRE,25/09/2022,-0.20614,-78.483119,1,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL,CHOQUES
2022,SEPTIEMBRE,25/09/2022,-0.276699,-78.522086,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2022,SEPTIEMBRE,28/09/2022,-0.210465,-78.364094,2,CONDUCE BAJO LA INFLUENCIA DE ALCOHOL,ATIPICO
2022,OCTUBRE,01/10/2022,0.170936,-78.411545,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2022,OCTUBRE,01/10/2022,-0.097237,-78.500116,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2022,OCTUBRE,02/10/2022,-0.384518333,-78.368115,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,OCTUBRE,02/10/2022,-0.224503,-78.521459,1,CONDUCIR EN MALAS CONDICIONES FISICAS,ESTRELLAMIENTO
2022,OCTUBRE,03/10/2022,-0.095946,-78.497625,1,CONDUCE BAJO LA INFLUENCIA DE ALCOHOL,CHOQUES
2022,OCTUBRE,09/10/2022,-0.059229,-78.433745,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,CHOQUES
2022,OCTUBRE,10/10/2022,-0.371563,-78.502434,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2022,OCTUBRE,11/10/2022,-0.217615,-78.384933,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2022,OCTUBRE,14/10/2022,-0.216795,-78.383262,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,OCTUBRE,16/10/2022,-0.255868,-78.503295,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2022,OCTUBRE,19/10/2022,-0.244167,-78.482281,1,NO CEDER EL DERECHO VIA A VEHICULOS,ATROPELLO
2022,OCTUBRE,19/10/2022,-0.202081,-78.501192,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2022,OCTUBRE,22/10/2022,-0.24592666,-78.519635,1,CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO,ATROPELLO
2022,OCTUBRE,24/10/2022,-0.280315,-78.55665,1,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION,ATROPELLO
2022,OCTUBRE,25/10/2022,0.175114,-78.695694,1,MALAS CONDICIONES DE LA VIA,VOLCAMIENTO
2022,OCTUBRE,26/10/2022,-0.124771,-78.319347,2,CONDICIONES AMBIENTALES ADVERSAS,ESTRELLAMIENTO
2022,OCTUBRE,30/10/2022,-0.240381,-78.383109,1,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL,ATIPICO
2022,OCTUBRE,30/10/2022,-0.192416,-78.496553,1,NO RESPETAR LAS SENIALES REGLAMENTARIAS,CHOQUES
2022,OCTUBRE,31/10/2022,-0.263813,-78.524643,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2022,NOVIEMBRE,02/11/2022,-0.200625,-78.456497,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,NOVIEMBRE,03/11/2022,-0.237322,-78.484706,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,CHOQUES
2022,NOVIEMBRE,04/11/2022,-0.113786,-78.479323,1,CONDICIONES AMBIENTALES ADVERSAS,PERDIDA DE CARRIL
2022,NOVIEMBRE,05/11/2022,-0.279029,-78.49461,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2022,NOVIEMBRE,05/11/2022,-0.209277,-78.496257,1,NO CEDER EL DERECHO VIA A VEHICULOS,ATIPICO
2022,NOVIEMBRE,06/11/2022,-0.09457216,-78.51077591,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,NOVIEMBRE,08/11/2022,-0.317353,-78.426884,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2022,NOVIEMBRE,12/11/2022,-0.195414,-78.497305,1,NO RESPETAR LAS SENIALES REGLAMENTARIAS,PERDIDA DE CARRIL
2022,NOVIEMBRE,13/11/2022,-0.3239,-78.5501,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2022,NOVIEMBRE,14/11/2022,-0.298772,-78.520749,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2022,NOVIEMBRE,14/11/2022,-0.1040289,-78.4528127,1,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION,ATROPELLO
2022,NOVIEMBRE,19/11/2022,-0.2912,-78.5197,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2022,NOVIEMBRE,20/11/2022,-0.117672,-78.456298,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2022,NOVIEMBRE,25/11/2022,-0.237793,-78.490517,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,NOVIEMBRE,25/11/2022,-0.207414,-78.512529,1,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL,CHOQUES
2022,NOVIEMBRE,25/11/2022,-0.177868,-78.364949,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2022,NOVIEMBRE,26/11/2022,-0.23258,-78.503543,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,NOVIEMBRE,26/11/2022,-0.12436287,-78.46611,1,CONDUCE BAJO LA INFLUENCIA DE ALCOHOL,CHOQUES
2022,DICIEMBRE,04/12/2022,-0.299367,-78.559015,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2022,DICIEMBRE,07/12/2022,-0.275593,-78.344474,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,DICIEMBRE,09/12/2022,-0.375908,-78.50271,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,CHOQUES
2022,DICIEMBRE,10/12/2022,-0.16966,-78.484303,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,DICIEMBRE,11/12/2022,-0.228441,-78.500596,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2022,DICIEMBRE,11/12/2022,-0.345269,-78.548769,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2022,DICIEMBRE,15/12/2022,-0.3011066,-78.42501,2,NO RESPETAR LAS SENIALES REGLAMENTARIAS,CHOQUES
2022,DICIEMBRE,17/12/2022,-0.272766,-78.509091,1,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL,ATROPELLO
2022,DICIEMBRE,17/12/2022,-0.168118,-78.487387,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,DICIEMBRE,18/12/2022,-0.242433,-78.498079,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,DICIEMBRE,18/12/2022,-0.2999812,-78.5200243,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2022,DICIEMBRE,18/12/2022,-0.149761,-78.467192,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2022,DICIEMBRE,19/12/2022,-0.0787194,-78.4442626,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2022,DICIEMBRE,21/12/2022,-0.144356,-78.481392,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2022,DICIEMBRE,22/12/2022,-0.308886,-78.528985,1,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION,ATROPELLO
2022,DICIEMBRE,23/12/2022,-0.13332,-78.481935,1,NO MANTENER LA DISTANCIA AL VEHICULO QUE LE ANTECEDE,CHOQUES
2022,DICIEMBRE,24/12/2022,-0.211195,-78.451906,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,DICIEMBRE,24/12/2022,-0.2044222,-78.5107778,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2022,DICIEMBRE,24/12/2022,-0.127725,-78.500198,1,NO RESPETAR LAS SENIALES REGLAMENTARIAS,CHOQUES
2022,DICIEMBRE,25/12/2022,-0.198645,-78.46628,1,CONDUCE BAJO LA INFLUENCIA DE ALCOHOL,PERDIDA DE CARRIL
2022,DICIEMBRE,25/12/2022,-0.244642,-78.502665,1,DEJAR O RECOGER PASAJEROS EN LUGARES NO PERMITIDOS,CAIDA DE PASAJERO
2022,DICIEMBRE,25/12/2022,-0.112183,-78.479103,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,DICIEMBRE,25/12/2022,-0.214341,-78.508912,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2022,DICIEMBRE,30/12/2022,-0.102563,-78.492794,2,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2022,DICIEMBRE,30/12/2022,-0.164303,-78.483894,1,MALAS CONDICIONES DE LA VIA,ATROPELLO
2022,DICIEMBRE,30/12/2022,-0.131941,-78.481539,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,DICIEMBRE,31/12/2022,-0.21836166,-78.5341033,1,MALAS CONDICIONES DE LA VIA,PERDIDA DE CARRIL
2022,DICIEMBRE,31/12/2022,-0.141096,-78.500968,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2022,DICIEMBRE,31/12/2022,-0.178653,-78.396133,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2022,DICIEMBRE,31/12/2022,-0.222148,-78.532671,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,ENERO,07/01/2023,-0.190882,-78.457532,3,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,ENERO,10/01/2023,-0.115461,-78.489524,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,ENERO,13/01/2023,-0.20655,-78.512311,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,ENERO,18/01/2023,-0.21424,-78.375832,1,NO MANTENER LA DISTANCIA AL VEHICULO QUE LE ANTECEDE,CHOQUES
2023,ENERO,21/01/2023,-0.288041,-78.460152,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,ENERO,23/01/2023,-0.204684,-78.50233,1,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION,ATROPELLO
2023,ENERO,26/01/2023,-0.243698,-78.540417,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2023,ENERO,27/01/2023,-0.204277,-78.527613,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATIPICO
2023,ENERO,29/01/2023,-0.21817455,-78.43011631,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,ENERO,29/01/2023,-0.102451,-78.450213,1,ADELANTAR O REBASAR EN ZONAS PELIGROSAS,ROCE
2023,ENERO,29/01/2023,-0.1896209,-78.4831149,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,ENERO,30/01/2023,-0.104982,-78.430365,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,ENERO,30/01/2023,-0.286179,-78.531037,1,ADELANTAR O REBASAR EN ZONAS PELIGROSAS,CHOQUES
2023,ENERO,31/01/2023,-0.260686,-78.546418,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,FEBRERO,01/02/2023,-0.302663,-78.521468,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,FEBRERO,04/02/2023,0.090193,-78.420279,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,FEBRERO,07/02/2023,-0.3417589,-78.56322,1,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION,ATIPICO
2023,FEBRERO,09/02/2023,-0.245103,-78.501964,1,CONDUCE BAJO LA INFLUENCIA DE ALCOHOL,ATROPELLO
2023,FEBRERO,10/02/2023,-0.207584,-78.503128,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATROPELLO
2023,FEBRERO,11/02/2023,-0.250288,-78.50325,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,CHOQUES
2023,FEBRERO,11/02/2023,-0.303766,-78.544951,1,CONDUCE BAJO LA INFLUENCIA DE ALCOHOL,ATIPICO
2023,FEBRERO,11/02/2023,-0.2168,-78.518591,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,FEBRERO,12/02/2023,-0.221062,-78.42205,1,CONDUCE BAJO LA INFLUENCIA DE ALCOHOL,CHOQUES
2023,FEBRERO,13/02/2023,-0.129272,-78.448503,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,FEBRERO,13/02/2023,-0.226784,-78.521848,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2023,FEBRERO,14/02/2023,-0.125707,-78.500383,1,NO CEDER EL DERECHO VIA A VEHICULOS,CHOQUES
2023,FEBRERO,18/02/2023,-0.1417,-78.47417,1,CONDUCIR EN MALAS CONDICIONES FISICAS,PERDIDA DE CARRIL
2023,FEBRERO,19/02/2023,-0.23262,-78.503724,2,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2023,FEBRERO,19/02/2023,-0.214188,-78.498683,1,CASO FORTUITO O FUERZA MAYOR,ATIPICO
2023,FEBRERO,20/02/2023,-0.283008,-78.494165,1,PEATON QUE TRANSITA BAJO LA INFLUENCIA DE ALCOHOL,ATROPELLO
2023,FEBRERO,23/02/2023,-0.314492,-78.558322,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,FEBRERO,23/02/2023,-0.285765,-78.468813,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,FEBRERO,24/02/2023,-0.214812,-78.490261,1,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL,CHOQUES
2023,FEBRERO,26/02/2023,-0.245346,-78.53398,1,NO RESPETAR LAS SENIALES REGLAMENTARIAS,CHOQUES
2023,FEBRERO,26/02/2023,-0.001034,-78.521671,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,FEBRERO,26/02/2023,-0.354066,-78.529694,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,MARZO,02/03/2023,-0.147648,-78.483696,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,MARZO,04/03/2023,-0.102256,-78.463306,1,CONDICIONES AMBIENTALES ADVERSAS,ESTRELLAMIENTO
2023,MARZO,07/03/2023,-0.16855,-78.45269,1,CONDICIONES AMBIENTALES ADVERSAS,CHOQUES
2023,MARZO,10/03/2023,-0.18857,-78.44134,2,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL,ATIPICO
2023,MARZO,11/03/2023,-0.2381,-78.473265,1,CONDICIONES AMBIENTALES ADVERSAS,PERDIDA DE CARRIL
2023,MARZO,11/03/2023,-0.304452,-78.47761,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2023,MARZO,12/03/2023,-0.107312,-78.502735,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2023,MARZO,12/03/2023,-0.153901,-78.332262,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,MARZO,15/03/2023,-0.314161,-78.545283,1,CONDUCIR EN MALAS CONDICIONES FISICAS,ESTRELLAMIENTO
2023,MARZO,16/03/2023,-0.161993,-78.495435,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,CAIDA DE PASAJERO
2023,MARZO,19/03/2023,-0.291834,-78.526983,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,MARZO,20/03/2023,-0.126169,-78.516695,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2023,MARZO,21/03/2023,-0.081996,-78.413034,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2023,MARZO,24/03/2023,-0.26626,-78.55124,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2023,MARZO,26/03/2023,-0.212824,-78.372904,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2023,MARZO,26/03/2023,-0.016544,-78.451312,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2023,MARZO,28/03/2023,-0.267369,-78.528259,1,CASO FORTUITO O FUERZA MAYOR,ESTRELLAMIENTO
2023,MARZO,28/03/2023,-0.2375766,-78.5191566,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,ABRIL,01/04/2023,-0.235952,-78.510709,1,NO RESPETAR LAS SENIALES REGLAMENTARIAS,CHOQUES
2023,ABRIL,02/04/2023,-0.281992,-78.517019,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,ABRIL,02/04/2023,-0.24157,-78.482552,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,ABRIL,02/04/2023,-0.334755084,-78.527026,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,ABRIL,03/04/2023,-0.089932,-78.42958,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2023,ABRIL,08/04/2023,-0.304059,-78.56029,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,CHOQUES
2023,ABRIL,08/04/2023,-0.189721,-78.501215,1,CONDUCE BAJO LA INFLUENCIA DE ALCOHOL,CHOQUES
2023,ABRIL,09/04/2023,-0.335374,-78.541828,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,ABRIL,15/04/2023,-0.222085,-78.400402,1,NO MANTENER LA DISTANCIA AL VEHICULO QUE LE ANTECEDE,CHOQUES
2023,ABRIL,18/04/2023,-0.137843,-78.493234,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2023,ABRIL,19/04/2023,-0.21451,-78.39048,1,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION,ATROPELLO
2023,ABRIL,20/04/2023,-0.140035,-78.44539,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,ABRIL,21/04/2023,-0.198274,-78.436809,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2023,ABRIL,23/04/2023,-0.250422,-78.503352,1,CONDUCE BAJO LA INFLUENCIA DE ALCOHOL,CHOQUES
2023,ABRIL,28/04/2023,-0.302082,-78.531956,2,CONDUCIR EN SENTIDO CONTRARIO A LA VIA,CHOQUES
2023,ABRIL,29/04/2023,-0.163386,-78.47273,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,ABRIL,30/04/2023,-0.242427,-78.498043,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,ABRIL,30/04/2023,-0.292593,-78.527056,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2023,MAYO,02/05/2023,-0.26164421,-78.547373,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,CHOQUES
2023,MAYO,04/05/2023,-0.290581,-78.536763,2,NO MANTENER LA DISTANCIA AL VEHICULO QUE LE ANTECEDE,CHOQUES
2023,MAYO,05/05/2023,-0.114756,-78.495054,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATIPICO
2023,MAYO,13/05/2023,-0.270392,-78.49524,1,CONDUCIR EN SENTIDO CONTRARIO A LA VIA,CHOQUES
2023,MAYO,14/05/2023,-0.211448,-78.500158,1,MALAS CONDICIONES DE LA VIA,VOLCAMIENTO
2023,MAYO,23/05/2023,-0.283861,-78.544131,1,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION,ATROPELLO
2023,MAYO,25/05/2023,-0.128853,-78.472735,2,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,MAYO,26/05/2023,-0.206179,-78.500821,1,NO RESPETAR LAS SENIALES REGLAMENTARIAS,CHOQUES
2023,MAYO,27/05/2023,-0.252982,-78.505855,1,CONDUCE BAJO LA INFLUENCIA DE ALCOHOL,ATROPELLO
2023,MAYO,30/05/2023,-0.123622,-78.498741,1,NO RESPETAR LAS SENIALES REGLAMENTARIAS,CHOQUES
2023,MAYO,30/05/2023,-0.187706,-78.504691,1,NO RESPETAR LAS SENIALES REGLAMENTARIAS,CHOQUES
2023,MAYO,31/05/2023,-0.027922,-78.438453,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,JUNIO,02/06/2023,-0.096545,-78.509265,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,JUNIO,02/06/2023,-0.210322,-78.49413,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,JUNIO,03/06/2023,-0.414426,-78.373839,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,VOLCAMIENTO
2023,JUNIO,03/06/2023,-0.303085,-78.52149,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,JUNIO,04/06/2023,-0.220413,-78.392215,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,JUNIO,04/06/2023,-0.094746,-78.502734,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,JUNIO,06/06/2023,-0.210802,-78.421418,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,JUNIO,07/06/2023,-0.168428,-78.452679,1,NO RESPETAR LAS SENIALES REGLAMENTARIAS,CHOQUES
2023,JUNIO,07/06/2023,-0.2971216,-78.5308558,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,JUNIO,09/06/2023,-0.16737,-78.448253,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,JUNIO,09/06/2023,-0.211991,-78.371579,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2023,JUNIO,13/06/2023,-0.283441,-78.543783,1,NO RESPETAR LAS SENIALES REGLAMENTARIAS,CHOQUES
2023,JUNIO,14/06/2023,-0.304637,-78.559221,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,JUNIO,17/06/2023,-0.132832,-78.502024,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,CHOQUES
2023,JUNIO,18/06/2023,-0.235827,-78.472931,1,CONDUCIR EN SENTIDO CONTRARIO A LA VIA,CHOQUES
2023,JUNIO,18/06/2023,-0.247271,-78.534936,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,JUNIO,18/06/2023,-0.30234,-78.533497,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,JUNIO,24/06/2023,-0.237602,-78.483392,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,JUNIO,24/06/2023,-0.197023,-78.512302,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,JUNIO,26/06/2023,-0.16519,-78.4663,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,JUNIO,26/06/2023,-0.149639,-78.475924,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2023,JUNIO,28/06/2023,-0.232681,-78.523337,1,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL,ATIPICO
2023,JUNIO,29/06/2023,-0.322021,-78.561498,2,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ATIPICO
2023,JUNIO,30/06/2023,-0.092207,-78.499455,1,NO RESPETAR LAS SENIALES REGLAMENTARIAS,CHOQUES
2023,JULIO,01/07/2023,-0.23185,-78.489958,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,JULIO,01/07/2023,-0.258121,-78.54417,1,NO TRANSITAR POR LAS ACERAS,ATROPELLO
2023,JULIO,01/07/2023,-0.099378,-78.433117,1,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL,ATROPELLO
2023,JULIO,02/07/2023,-0.169657,-78.449839,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2023,JULIO,02/07/2023,-0.212089,-78.453765,1,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION,ATROPELLO
2023,JULIO,02/07/2023,0.084127,-78.410778,1,NO CEDER EL DERECHO DE VIA AL PEATON,ATROPELLO
2023,JULIO,03/07/2023,-0.211587,-78.452173,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
2023,JULIO,04/07/2023,-0.159697,-78.487887,1,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL,CHOQUES
2023,JULIO,04/07/2023,-0.2458334,-78.536633,1,CONDUCIR EN SENTIDO CONTRARIO A LA VIA,CHOQUES
2023,JULIO,09/07/2023,-0.274835,-78.511178,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2023,JULIO,13/07/2023,-0.266366,-78.551276,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,ESTRELLAMIENTO
2023,JULIO,14/07/2023,-0.324837,-78.579008,1,CONDUCE BAJO LA INFLUENCIA DE ALCOHOL,ATROPELLO
2023,JULIO,15/07/2023,0.168045,-78.411732,1,CONDUCIR SUPERANDO LOS LIMITES DE VELOCIDAD,PERDIDA DE CARRIL
